Id,Date,Transaction
3578,8/28,-6.14
3579,7/12,-30.12
3580,7/10,+66.00
3581,8/3,+70.91
3582,8/26,-47.10
3583,7/8,+66.55
3584,8/4,+15.76
3585,7/10,-57.21
3586,8/1,-2.36
3587,7/24,-68.86
3588,7/29,+45.36
3589,8/11,-14.93
3590,8/30,-17.53
3591,8/14,+76.14
3592,8/23,-14.95
3593,7/2,+29.54
3594,7/25,-66.56
3595,8/17,+39.78
3596,8/17,+77.59
3597,7/4,+22.80
3598,7/19,-5.06
3599,8/18,-58.95
3600,8/30,+97.82
3601,7/6,+26.22
3602,8/8,+97.23
3603,7/1,+94.90
3604,7/19,+81.98
3605,7/24,-8.51
3606,8/26,+6.20
3607,7/9,-71.65
3608,8/31,+8.71
3609,7/5,-7.58
3610,7/9,-63.83
3611,8/17,-17.08
3612,7/12,-32.67
3613,7/13,-63.74
3614,8/8,+44.37
3615,8/23,-56.81
3616,7/14,+39.01
3617,8/29,-27.68
3618,7/30,-4.29
3619,7/31,+78.27
3620,7/14,-69.51
3621,7/29,+28.52
3622,8/1,-60.81
3623,7/10,+85.34
3624,8/11,+3.79
3625,7/30,+67.07
3626,8/18,-29.94
3627,7/5,-3.79
3628,7/9,-56.14
3629,8/17,+38.09
3630,7/13,+9.13
3631,7/26,+68.51
3632,8/31,+86.28
3633,8/8,+23.25
3634,8/16,-81.63
3635,8/22,+25.53
3636,8/26,+27.21
3637,8/6,+85.05
3638,7/31,+32.62
3639,7/28,+59.77
3640,8/14,+19.39
3641,8/2,-71.92
3642,7/15,-20.70
3643,8/25,+13.14
3644,8/2,-67.43
3645,7/24,-96.33
3646,7/27,-99.88
3647,8/28,-66.06
3648,7/7,-71.70
3649,8/18,+77.17
3650,7/8,-76.86
3651,8/23,-93.41
3652,8/27,-78.01
3653,7/6,-66.61
3654,7/20,+11.34
3655,7/8,+68.95
3656,7/14,+92.53
3657,8/9,+22.35
3658,8/3,-99.03
3659,7/10,+82.76
3660,8/8,-17.57
3661,8/4,-3.37
3662,7/20,-68.80
3663,8/20,-62.64
3664,8/30,+9.29
3665,7/10,-9.15
3666,8/6,+45.68
3667,7/22,+45.13
3668,8/9,+72.47
3669,7/18,+85.50
3670,8/14,-57.01
3671,8/30,+45.02
3672,7/12,+95.88
3673,8/15,+73.09
3674,8/21,+19.02
3675,8/5,-91.92
3676,8/29,+49.24
3677,7/9,+5.63
3678,7/1,+36.83
3679,7/17,-9.68
3680,8/10,-69.63
3681,8/24,-8.73
3682,8/14,-4.46
3683,7/8,+76.29
3684,7/30,-83.68
3685,7/18,+81.23
3686,8/6,+35.08
3687,8/2,+14.07
3688,8/18,-76.58
3689,7/14,+20.17
3690,7/15,-56.57
3691,7/27,-21.17
3692,7/30,+60.53
3693,8/9,+63.17
3694,7/22,+44.88
3695,8/24,+65.88
3696,7/28,-27.57
3697,8/28,+14.18
3698,8/2,-55.97
3699,7/11,+6.85
3700,7/16,+76.18
3701,8/11,-31.01
3702,8/29,+28.16
3703,7/23,-36.28
3704,8/20,+18.20
3705,8/14,-94.62
3706,7/2,+96.77
3707,7/22,-63.03
3708,7/26,-79.25
3709,7/18,-47.95
3710,7/23,-84.52
3711,7/14,+10.41
3712,8/14,+84.67
3713,7/17,+8.93
3714,8/19,+35.19
3715,8/1,-8.08
3716,8/10,+34.37
3717,8/18,+52.72
3718,8/20,+83.18
3719,7/27,-9.46
3720,7/22,+72.41
3721,7/22,+72.43
3722,8/19,+90.71
3723,7/26,+75.10
3724,8/25,-77.77
3725,7/14,+75.03
3726,7/28,+13.13
3727,7/25,-84.00
3728,7/19,+85.85
3729,7/30,+61.10
3730,7/5,+50.35
3731,7/30,-34.99
3732,7/28,+67.71
3733,7/17,+61.00
3734,8/26,+33.16
3735,7/1,-7.48
3736,8/8,+4.29
3737,7/11,+1.81
3738,7/15,-82.40
3739,8/11,-24.77
3740,8/11,-98.67
3741,8/16,+13.96
3742,7/16,+42.66
3743,7/4,-9.75
3744,8/3,+46.96
3745,7/2,-40.81
3746,8/23,-77.61
3747,8/9,+67.98
3748,7/13,+9.09
3749,8/6,+63.04
3750,7/9,-73.13
3751,7/6,+40.97
3752,7/20,+54.62
3753,7/11,+36.60
3754,8/18,-26.40
3755,8/19,-30.08
3756,7/6,+13.31
3757,8/10,+21.36
3758,7/10,+48.87
3759,7/27,+88.54
3760,8/22,+8.51
3761,8/28,-45.53
3762,7/6,+57.49
3763,8/22,+69.65
3764,8/19,+13.87
3765,7/20,+0.57
3766,7/16,+98.72
3767,7/4,+4.93
3768,8/4,+46.56
3769,8/22,-22.05
3770,8/22,-42.17
3771,8/28,-52.97
3772,7/19,+96.83
3773,8/24,-88.37
3774,8/6,-84.50
3775,7/2,+24.37
3776,8/8,+28.31
3777,8/16,+5.88
3778,7/1,+57.95
3779,7/9,+62.27
3780,7/11,+89.69
3781,8/8,-41.03
3782,8/26,-97.43
3783,7/18,+0.49
3784,7/28,-19.74
3785,7/28,+71.43
3786,7/2,-66.67
3787,8/14,-60.13
3788,7/2,+91.88
3789,8/21,-35.45
3790,8/6,+87.39
3791,8/1,-54.04
3792,8/20,+25.58
3793,8/3,-10.73
3794,8/26,+21.48
3795,7/20,+43.78
3796,8/31,-23.55
3797,7/25,+36.88
3798,7/13,+90.08
3799,7/10,+19.24
3800,8/30,+52.93
3801,7/27,-50.03
3802,8/14,+21.84
3803,8/19,-58.90
3804,8/26,+17.90
3805,7/11,+3.54
3806,8/7,+25.18
3807,7/31,+52.92
3808,8/16,-3.07
3809,8/7,-43.06
3810,7/12,+74.35
3811,8/8,+93.10
3812,7/22,+88.28
3813,8/5,-40.86
3814,7/5,-72.25
3815,8/12,+91.87
3816,7/27,+90.77
3817,8/20,-57.95
3818,8/8,+16.60
3819,7/1,-60.30
3820,8/20,-28.16
3821,7/5,-63.79
3822,7/4,-84.72
3823,7/14,-13.26
3824,8/1,+24.02
3825,7/23,-84.16
3826,8/3,-4.49
3827,7/4,-36.04
3828,7/23,-31.97
3829,7/20,-47.69
3830,7/28,-12.78
3831,8/6,-40.25
3832,7/27,-47.37
3833,8/2,-42.14
3834,8/8,+57.33
3835,7/29,-50.95
3836,8/28,-37.90
3837,8/19,-59.69
3838,7/4,+8.07
3839,8/28,-16.08
3840,8/11,+21.00
3841,8/20,+42.85
3842,7/15,+25.39
3843,7/17,-31.30
3844,7/28,-80.67
3845,8/15,+94.35
3846,8/28,-5.47
3847,7/16,-26.59
3848,8/13,-3.25
3849,8/8,+34.92
3850,8/27,-26.74
3851,8/31,-21.82
3852,7/16,-53.24
3853,7/30,-66.32
3854,7/10,-70.03
3855,8/23,-92.10
3856,7/21,-49.53
3857,8/13,+67.60
3858,7/16,-14.25
3859,7/5,-85.79
3860,8/20,-59.96
3861,8/26,+7.33
3862,7/12,+68.06
3863,8/31,-73.15
3864,8/13,-27.38
3865,8/21,-70.05
3866,7/12,+88.06
3867,8/16,+92.63
3868,8/31,+88.48
3869,7/2,+65.62
3870,7/14,+52.23
3871,8/23,-24.22
3872,7/19,+62.72
3873,8/21,+39.56
3874,8/25,-37.34
3875,8/9,-49.63
3876,8/14,-80.31
3877,8/10,-89.46
3878,8/2,+9.78
3879,8/9,+48.24
3880,7/29,+8.93
3881,7/27,+3.78
3882,7/9,+3.26
3883,8/3,+89.48
3884,7/9,-18.69
3885,7/5,+66.55
3886,7/15,+87.61
3887,7/11,+70.17
3888,7/20,-66.33
3889,8/20,-65.81
3890,7/23,+16.07
3891,8/21,-1.63
3892,8/26,-31.50
3893,7/1,+54.62
3894,8/12,+89.91
3895,7/5,-15.56
3896,7/26,+18.06
3897,7/5,-93.33
3898,8/21,+82.46
3899,7/5,-66.03
3900,8/21,-7.03
3901,8/6,-30.11
3902,7/5,+68.28
3903,7/10,-40.54
3904,7/30,-27.56
3905,7/2,+30.97
3906,8/12,+57.78
3907,8/19,-28.75
3908,7/1,-99.82
3909,8/7,-85.85
3910,7/19,+12.00
3911,8/3,+44.28
3912,7/28,+82.40
3913,8/28,+79.85
3914,7/2,+50.18
3915,7/18,+80.90
3916,8/12,-94.95
3917,8/17,+74.36
3918,7/8,+9.19
3919,7/13,-10.10
3920,8/29,+19.24
3921,7/4,+73.68
3922,8/21,+74.35
3923,7/30,+86.09
3924,8/8,+40.80
3925,7/4,-98.50
3926,8/31,+73.47
3927,8/8,+81.68
3928,8/17,-72.73
3929,8/9,+2.73
3930,8/22,+34.14
3931,8/25,-74.10
3932,8/7,-26.20
3933,8/25,-22.47
3934,7/17,+8.60
3935,7/27,-39.34
3936,7/13,+42.23
3937,7/3,+59.91
3938,8/23,+82.41
3939,7/16,+51.35
3940,8/27,-79.09
3941,8/16,-84.44
3942,7/15,-77.61
3943,7/22,-11.78
3944,7/4,-65.66
3945,7/28,-43.14
3946,7/24,-3.29
3947,7/21,+13.98
3948,7/20,+83.51
3949,7/11,+48.44
3950,7/21,+69.87
3951,7/16,+52.88
3952,8/21,+36.06
3953,7/28,-48.55
3954,8/3,+70.92
3955,8/1,-32.93
3956,7/7,-15.79
3957,7/31,-52.07
3958,8/11,-6.07
3959,7/9,-99.84
3960,7/16,-86.86
3961,7/5,-44.92
3962,7/4,+6.98
3963,8/22,-34.58
3964,7/5,-78.31
3965,8/2,+54.31
3966,7/18,+60.61
3967,8/5,+48.67
3968,7/17,+48.80
3969,7/2,+49.86
3970,8/7,-6.23
3971,8/28,+15.25
3972,8/11,-83.27
3973,8/24,-7.65
3974,7/24,-89.64
3975,7/28,+85.70
3976,7/16,-89.66
3977,7/9,-12.96
3978,7/13,-24.42
3979,8/22,+0.02
3980,8/20,+36.26
3981,8/30,-94.28
3982,7/3,+37.25
3983,7/16,-84.73
3984,8/2,-21.61
3985,8/8,+51.28
3986,8/26,+93.59
3987,7/26,+58.34
3988,7/28,+79.14
3989,7/5,+24.67
3990,7/11,-1.01
3991,7/16,-93.07
3992,7/14,-79.66
3993,8/14,-82.62
3994,8/13,-9.11
3995,8/17,+15.16
3996,7/19,+40.45
3997,8/7,+23.99
3998,8/4,+6.44
3999,7/26,+44.11
4000,7/10,-74.33
4001,8/1,-91.23
4002,7/15,+82.17
4003,7/16,+71.56
4004,7/29,-21.20
4005,8/26,+82.74
4006,7/13,-56.05
4007,8/20,+26.60
4008,8/16,-88.01
4009,8/20,+80.84
4010,8/20,-70.03
4011,8/11,-62.45
4012,7/22,+45.52
4013,7/16,-21.23
4014,8/9,+89.54
4015,7/1,-94.24
4016,7/29,-48.55
4017,7/17,-55.12
4018,8/24,-37.82
4019,7/7,+9.14
4020,7/3,-79.90
4021,8/7,-10.64
4022,8/19,+33.94
4023,7/7,-13.56
4024,7/12,+36.07
4025,8/14,-79.90
4026,8/28,+30.28
4027,7/5,+11.94
4028,8/19,-50.43
4029,8/14,-94.62
4030,8/23,+77.55
4031,8/1,-44.50
4032,7/6,-3.20
4033,7/21,+43.81
4034,7/11,-77.87
4035,7/3,-90.21
4036,7/2,-97.81
4037,7/24,+83.94
4038,8/14,+91.13
4039,8/30,+25.14
4040,7/26,-36.74
4041,8/20,+72.68
4042,8/18,+6.24
4043,7/7,+51.99
4044,7/3,-62.62
4045,8/14,+68.63
4046,8/30,-51.99
4047,8/26,-3.80
4048,7/1,-65.55
4049,7/9,+22.67
4050,8/4,-11.49
4051,8/30,+70.15
4052,8/8,-2.62
4053,7/2,+81.52
4054,7/10,-29.89
4055,7/27,+20.57
4056,7/4,-0.17
4057,8/14,+12.48
4058,8/17,+28.90
4059,8/18,+98.50
4060,7/4,-59.91
4061,7/29,+55.58
4062,7/21,+19.22
4063,8/22,+4.24
4064,8/13,-44.95
4065,8/18,-89.45
4066,7/19,-84.16
4067,8/14,-49.28
4068,8/31,-42.84
4069,8/28,-43.44
4070,7/7,+98.45
4071,7/30,+28.96
4072,7/24,-3.96
4073,8/13,-18.88
4074,7/9,+51.29
4075,7/27,+76.40
4076,7/1,-5.54
4077,7/29,-23.63
4078,7/30,+96.45
4079,7/7,+38.09
4080,7/5,-54.02
4081,7/19,-78.43
4082,8/18,-39.39
4083,8/26,+16.17
4084,7/1,-41.10
4085,7/20,+13.04
4086,8/3,-3.62
4087,8/18,-45.18
4088,7/16,+99.27
4089,7/2,-91.87
4090,7/12,-70.81
4091,8/16,+52.38
4092,8/31,-24.74
4093,8/9,-16.93
4094,8/23,+15.77
4095,7/10,-56.77
4096,8/24,-90.06
4097,7/19,-79.00
4098,8/3,-1.86
4099,8/30,+24.39
4100,8/23,+30.05
4101,7/3,+58.75
4102,7/22,+9.71
4103,8/23,-17.66
4104,7/29,-96.45
4105,7/25,-92.97
4106,7/29,-28.98
4107,8/28,+38.12
4108,7/9,-75.60
4109,7/19,-93.03
4110,7/19,-41.85
4111,8/14,-88.90
4112,8/23,-75.24
4113,7/25,-60.20
4114,7/21,+69.55
4115,8/5,+31.05
4116,8/14,+66.45
4117,7/8,-60.02
4118,7/17,+56.49
4119,7/8,-33.21
4120,8/2,+27.51
4121,7/5,-95.64
4122,8/10,+69.86
4123,8/21,-45.40
4124,7/21,-58.76
4125,7/28,-19.25
4126,7/27,-19.24
4127,7/26,+69.71
4128,7/20,-67.03
4129,7/21,+43.06
4130,8/21,+94.13
4131,8/3,-96.78
4132,8/27,+96.46
4133,8/25,-76.52
4134,7/10,+87.41
4135,7/2,+20.39
4136,7/6,-10.28
4137,8/26,+91.31
4138,7/29,+13.55
4139,8/28,-68.83
4140,8/15,+30.89
4141,8/5,-95.04
4142,7/20,-38.41
4143,7/4,+26.31
4144,7/21,+82.89
4145,7/6,+55.24
4146,7/26,+5.87
4147,7/16,+26.10
4148,7/31,+0.49
4149,7/18,+68.28
4150,7/19,+68.08
4151,8/11,+6.74
4152,8/31,+35.66
4153,7/18,-26.58
4154,7/20,-46.55
4155,8/26,+83.78
4156,8/22,+2.01
4157,8/5,+80.70
4158,7/26,+69.80
4159,7/6,-82.86
4160,8/12,-23.70
4161,7/9,+79.73
4162,7/29,+39.08
4163,7/3,+20.14
4164,7/6,+72.35
4165,7/29,-38.49
4166,7/24,+59.70
4167,8/29,+58.50
4168,8/3,-28.76
4169,8/27,-27.21
4170,7/24,-0.16
4171,8/14,-89.98
4172,7/26,+94.17
4173,7/30,-90.90
4174,8/18,+58.26
4175,8/8,-35.01
4176,7/21,-49.87
4177,7/7,+29.44
4178,8/19,-77.85
4179,7/31,+40.79
4180,8/7,-20.45
4181,8/23,-96.63
4182,8/30,-64.91
4183,7/25,-22.27
4184,8/14,+38.25
4185,7/27,+94.63
4186,7/25,-5.48
4187,8/1,-47.86
4188,7/19,+69.99
4189,7/19,+84.01
4190,8/12,+94.65
4191,7/22,+6.88
4192,8/1,-58.06
4193,7/21,-9.91
4194,8/4,+52.02
4195,7/26,-40.45
4196,7/23,-2.23
4197,8/27,-34.02
4198,8/7,-24.61
4199,7/15,-64.41
4200,8/26,+28.25
4201,7/6,+69.65
4202,7/7,+57.47
4203,7/21,-48.97
4204,8/5,+76.45
4205,7/4,+69.89
4206,8/14,+16.03
4207,7/25,+16.28
4208,7/12,-20.00
4209,7/6,-4.64
4210,7/18,-29.55
4211,7/6,-41.55
4212,8/15,-63.50
4213,8/8,+50.36
4214,7/6,-25.08
4215,7/20,+79.85
4216,7/11,-62.74
4217,8/14,-17.72
4218,8/16,-44.32
4219,8/24,-11.43
4220,7/25,+29.62
4221,8/12,-54.18
4222,7/26,+96.77
4223,7/7,+9.86
4224,7/9,+85.72
4225,7/15,+74.63
4226,8/2,-3.61
4227,7/15,-18.85
4228,8/5,+79.34
4229,8/19,-47.50
4230,7/23,-91.96
4231,7/26,-10.37
4232,7/18,-81.60
4233,7/10,-38.27
4234,7/1,+94.25
4235,7/22,-61.61
4236,8/8,+56.42
4237,8/7,-95.42
4238,8/24,+2.98
4239,8/6,+85.37
4240,8/12,+77.78
4241,7/24,-32.90
4242,8/22,+19.07
4243,8/9,+3.18
4244,8/25,+36.10
4245,8/2,+56.44
4246,8/5,+2.48
4247,7/8,-64.41
4248,8/1,-92.37
4249,8/15,-96.49
4250,7/28,+48.88
4251,7/30,-5.65
4252,7/30,-19.75
4253,7/27,-45.35
4254,7/7,-4.84
4255,7/2,+49.29
4256,8/28,+73.99
4257,7/18,+85.63
4258,7/16,+91.06
4259,8/24,-5.02
4260,7/9,+35.40
4261,8/26,+62.89
4262,7/20,+24.18
4263,8/24,-34.99
4264,7/27,+77.32
4265,7/31,-47.01
4266,8/1,+91.16
4267,7/30,+1.23
4268,7/5,+47.85
4269,8/17,-23.73
4270,7/21,+35.79
4271,7/16,+35.22
4272,8/29,+40.23
4273,7/23,-12.93
4274,8/8,-31.44
4275,7/20,-47.25
4276,7/30,-18.75
4277,7/19,-97.59
4278,7/3,+43.90
4279,7/20,-92.34
4280,7/26,+41.70
4281,8/17,-83.30
4282,7/24,-60.30
4283,8/22,+16.59
4284,7/15,+81.85
4285,7/22,-28.95
4286,8/27,+58.15
4287,7/19,+66.73
4288,8/19,-9.48
4289,8/27,-83.18
4290,8/17,+67.69
4291,8/24,-65.14
4292,7/28,+83.89
4293,7/8,-77.46
4294,7/31,-36.63
4295,8/22,+73.15
4296,7/1,+7.54
4297,8/23,+14.70
4298,8/12,-29.56
4299,7/6,+19.24
4300,8/23,+55.19
4301,8/1,-90.89
4302,8/31,+7.38
4303,8/21,+3.67
4304,7/25,+14.92
4305,7/19,-99.27
4306,7/26,-73.22
4307,8/28,+83.57
4308,8/14,-44.25
4309,7/5,-38.40
4310,7/15,+52.12
4311,7/20,-39.10
4312,7/20,-44.05
4313,7/10,+39.15
4314,8/31,+34.96
4315,8/2,-72.28
4316,7/22,-56.58
4317,8/15,-26.06
4318,7/31,-1.40
4319,7/2,+29.17
4320,8/9,-77.02
4321,7/12,+77.20
4322,8/28,-78.88
4323,8/20,-98.16
4324,7/5,-14.51
4325,7/7,-86.34
4326,7/28,-52.71
4327,8/24,+82.85
4328,8/28,+60.35
4329,8/2,+58.91
4330,7/25,+19.73
4331,8/22,+47.88
4332,8/21,+10.52
4333,8/3,-37.53
4334,8/16,+51.40
4335,8/19,-26.06
4336,8/10,+1.45
4337,7/28,-81.26
4338,7/27,-59.52
4339,7/24,-48.51
4340,8/11,+97.66
4341,8/7,+30.10
4342,8/9,-14.35
4343,8/3,-78.35
4344,7/9,+75.65
4345,7/12,+75.58
4346,7/18,-28.09
4347,8/28,-4.87
4348,7/12,-9.29
4349,8/2,-34.58
4350,8/8,+90.62
4351,7/6,-68.03
4352,8/2,+62.07
4353,8/23,-71.94
4354,7/3,-10.09
4355,7/7,+31.50
4356,8/24,-10.70
4357,7/14,-65.51
4358,8/10,-27.62
4359,8/18,-69.19
4360,7/26,-70.11
4361,7/12,-79.76
4362,7/1,-73.25
4363,8/16,+14.67
4364,7/11,+55.35
4365,8/18,-72.87
4366,8/5,-81.46
4367,8/31,+87.65
4368,8/10,+52.24
4369,7/18,+72.88
4370,8/24,-41.07
4371,8/11,-36.19
4372,8/4,+72.57
4373,7/28,-16.16
4374,8/12,-19.13
4375,7/19,+77.58
4376,7/11,-55.24
4377,8/26,+81.19
4378,7/7,-81.12
4379,8/17,+70.54
4380,8/13,+91.55
4381,7/16,-28.97
4382,7/19,+76.13
4383,7/8,+62.90
4384,8/8,+85.66
4385,8/18,-3.57
4386,7/21,+95.48
4387,8/12,+87.19
4388,8/20,+57.04
4389,6/30,-34.09
4390,8/5,-19.78
4391,8/15,+42.52
4392,8/16,+10.34
4393,8/30,-36.26
4394,8/26,+86.08
4395,7/15,-4.13
4396,8/25,-12.44
4397,8/27,+24.49
4398,7/21,+14.57
4399,8/3,-93.33
4400,7/31,-14.74
4401,8/25,-35.39
4402,8/18,+0.80
4403,7/3,-98.58
4404,8/7,+83.48
4405,8/14,-4.84
4406,7/9,-36.07
4407,7/19,-62.32
4408,7/1,-32.05
4409,8/25,+11.28
4410,8/28,-80.05
4411,7/19,-38.05
4412,7/29,+68.17
4413,8/9,-59.23
4414,8/23,+78.60
4415,7/31,+29.91
4416,7/13,-96.08
4417,7/21,+31.32
4418,8/8,-0.50
4419,7/30,-5.81
4420,6/30,-42.24
4421,8/3,+39.68
4422,7/5,-65.35
4423,8/18,+89.39
4424,7/4,+5.58
4425,8/25,+54.81
4426,8/9,+0.30
4427,7/30,-58.04
4428,8/25,+78.26
4429,8/4,+66.62
4430,7/12,-34.57
4431,7/29,+7.69
4432,7/26,-26.34
4433,7/13,-93.44
4434,7/8,-74.54
4435,7/24,-62.57
4436,7/1,-46.65
4437,8/16,+7.55
4438,8/13,+34.15
4439,7/10,+0.55
4440,7/20,-32.29
4441,7/14,-53.88
4442,7/25,-13.81
4443,8/24,+5.05
4444,7/29,-92.08
4445,7/22,-32.27
4446,8/22,+80.92
4447,8/7,+32.46
4448,7/30,-68.18
4449,8/15,+37.20
4450,7/2,-41.93
4451,7/9,+16.59
4452,7/28,-73.82
4453,7/6,+31.62
4454,8/26,-44.13
4455,7/13,+43.36
4456,8/30,+15.55
4457,7/13,+1.28
4458,8/13,+97.17
4459,7/26,+59.56
4460,7/6,+26.01
4461,7/13,+78.68
4462,7/19,-40.21
4463,7/16,-82.01
4464,7/29,+46.62
4465,8/14,+67.90
4466,8/21,+64.86
4467,7/2,-84.07
4468,7/27,-33.98
4469,8/31,-23.40
4470,8/13,-52.08
4471,8/22,-41.00
4472,7/17,-40.86
4473,7/18,-96.08
4474,7/14,-93.45
4475,7/13,+65.54
4476,8/27,-78.97
4477,8/7,-3.44
4478,8/24,-72.06
4479,8/30,+29.03
4480,7/7,+82.36
4481,8/16,-11.99
4482,8/19,+58.19
4483,8/16,+94.12
4484,8/21,+43.75
4485,8/15,-16.47
4486,7/16,+94.63
4487,8/24,+76.24
4488,7/17,+52.53
4489,7/7,+85.87
4490,7/24,-51.22
4491,8/24,-22.71
4492,8/14,-50.13
4493,8/13,-19.72
4494,8/13,+56.22
4495,8/6,-28.42
4496,7/6,+43.71
4497,7/29,+26.75
4498,7/8,+30.81
4499,8/2,+61.88
4500,7/25,+15.96
4501,8/13,-19.60
4502,8/5,+75.39
4503,7/31,+34.57
4504,7/25,-93.60
4505,7/13,-78.05
4506,7/21,+27.38
4507,7/19,+88.67
4508,8/29,-77.40
4509,7/7,-62.19
4510,8/29,-39.06
4511,7/21,-66.67
4512,8/25,+8.42
4513,8/18,-2.21
4514,8/31,-59.06
4515,7/14,-27.97
4516,7/21,+6.25
4517,8/8,-99.17
4518,7/1,-6.38
4519,8/16,+61.06
4520,8/16,+7.39
4521,7/12,-99.05
4522,8/7,+5.64
4523,7/31,+86.28
4524,8/19,+86.51
4525,8/17,-84.48
4526,8/16,+37.32
4527,8/9,+24.03
4528,7/7,+21.52
4529,7/22,+64.60
4530,8/10,-69.91
4531,8/26,-63.37
4532,7/28,-53.00
4533,7/27,-24.99
4534,8/18,+76.11
4535,8/27,-62.09
4536,7/20,+87.62
4537,8/26,+53.46
4538,8/1,-24.83
4539,8/6,+13.75
4540,8/8,-61.14
4541,8/29,+73.94
4542,8/26,+56.34
4543,7/19,-57.29
4544,7/15,+2.22
4545,8/10,+36.70
4546,7/3,+80.46
4547,7/30,+65.70
4548,7/22,+17.11
4549,8/20,+17.59
4550,7/17,-93.08
4551,8/5,-99.56
4552,7/1,+14.05
4553,8/8,+18.00
4554,7/17,-30.22
4555,8/22,-14.69
4556,8/30,+97.95
4557,8/21,-68.31
4558,8/10,+36.92
4559,8/3,-72.21
4560,7/21,-26.80
4561,8/3,-29.83
4562,7/17,-76.39
4563,8/4,+61.09
4564,7/3,+65.27
4565,8/2,-60.68
4566,7/9,+84.22
4567,8/6,-84.07
4568,8/5,-5.83
4569,8/16,+0.64
4570,8/25,+68.38
4571,8/23,-1.44
4572,7/31,-33.52
4573,8/30,+62.75
4574,8/25,+32.59
4575,8/22,-3.04
4576,8/6,-67.03
4577,7/23,+91.31
4578,7/13,+43.08
4579,8/30,+5.85
4580,7/20,+37.70
4581,7/18,-23.98
4582,7/13,+70.47
4583,7/8,-84.92
4584,8/10,+13.72
4585,8/14,-57.99
4586,7/21,-49.09
4587,8/22,+23.42
4588,8/31,-65.59
4589,8/30,+17.23
4590,7/8,-74.63
4591,7/25,+90.48
4592,8/11,+51.77
4593,7/9,+63.42
4594,7/18,-57.56
4595,7/16,+67.82
4596,7/6,+30.52
4597,8/26,+45.88
4598,7/15,+60.20
4599,8/25,+1.92
4600,6/30,+52.83
4601,7/28,-89.31
4602,7/15,+52.24
4603,8/20,+0.45
4604,7/10,-83.43
4605,7/23,+39.99
4606,8/15,+25.98
4607,8/21,-5.92
4608,7/27,-74.80
4609,8/19,-70.80
4610,7/31,+89.98
4611,8/22,+39.31
4612,8/11,-77.42
4613,8/22,-40.18
4614,7/1,+73.21
4615,8/10,-72.38
4616,8/3,+2.75
4617,8/11,-35.50
4618,8/31,-42.56
4619,7/8,-0.98
4620,7/29,+32.99
4621,7/6,-13.00
4622,7/30,+41.36
4623,7/28,+97.52
4624,8/19,+53.36
4625,8/18,-86.48
4626,8/18,+26.24
4627,7/8,-85.72
4628,7/19,+60.84
4629,7/21,+91.27
4630,8/14,+10.23
4631,7/5,-77.78
4632,8/4,+34.79
4633,8/4,+40.34
4634,8/24,-63.79
4635,7/9,+95.42
4636,8/14,+15.59
4637,8/27,-35.14
4638,8/2,-66.60
4639,8/10,+86.52
4640,8/11,+87.96
4641,7/4,+13.67
4642,8/4,-2.38
4643,8/5,+63.18
4644,8/14,-99.35
4645,8/26,+3.48
4646,8/23,-58.97
4647,7/27,+76.69
4648,6/30,+10.25
4649,8/9,+41.71
4650,8/8,-25.92
4651,7/22,+73.17
4652,8/31,-87.84
4653,8/28,+40.29
4654,8/22,+17.06
4655,8/29,+70.28
4656,7/9,+60.10
4657,8/8,-61.28
4658,7/18,+77.95
4659,7/14,-30.01
4660,8/3,-72.05
4661,8/24,+18.80
4662,8/16,+80.02
4663,8/25,+99.77
4664,8/17,-73.56
4665,7/2,+88.51
4666,8/21,-44.98
4667,7/29,+88.47
4668,7/22,-89.88
4669,8/24,+11.79
4670,7/3,-55.19
4671,7/24,+48.88
4672,7/26,-45.99
4673,8/8,-75.43
4674,7/12,+3.83
4675,8/1,-65.26
4676,8/17,+70.81
4677,8/27,+91.09
4678,7/31,-69.93
4679,8/14,+30.71
4680,7/24,-25.65
4681,8/28,+53.45
4682,7/3,+25.81
4683,8/17,+20.77
4684,7/4,-89.49
4685,8/31,-22.50
4686,7/27,+83.82
4687,8/12,-4.24
4688,7/22,+66.74
4689,8/31,-28.44
4690,7/11,+45.26
4691,8/9,+47.10
4692,8/18,+67.73
4693,7/28,-36.56
4694,8/3,+84.82
4695,8/25,+32.50
4696,8/12,+45.50
4697,8/22,+6.03
4698,7/13,-10.67
4699,8/27,+65.52
4700,7/27,+95.82
4701,7/7,-80.18
4702,7/24,-41.79
4703,7/22,-94.62
4704,8/10,-16.67
4705,7/29,-22.22
4706,8/13,+13.28
4707,7/28,+57.97
4708,7/6,-8.13
4709,8/26,+15.60
4710,8/20,-38.54
4711,8/12,-91.86
4712,8/31,+88.03
4713,7/1,+12.87
4714,7/28,+21.35
4715,8/12,-83.92
4716,8/9,-25.47
4717,7/24,-29.12
4718,8/11,+66.63
4719,8/23,-78.99
4720,8/23,-44.35
4721,8/22,-65.22
4722,7/6,+47.65
4723,7/29,-42.29
4724,7/15,+20.27
4725,8/27,+24.78
4726,8/7,+14.71
4727,7/5,+16.84
4728,8/27,+28.77
4729,7/2,+19.05
4730,7/6,-8.74
4731,8/19,+8.13
4732,7/17,-91.91
4733,7/17,-48.14
4734,8/8,-24.87
4735,8/22,-60.94
4736,8/8,+76.13
4737,8/2,+70.15
4738,8/10,+11.98
4739,7/30,+99.79
4740,7/11,+49.79
4741,7/8,-28.36
4742,8/3,-88.26
